composition,glass formation ability
Co18W3C4,TRUE
Co18WC,FALSE
Co19(B2C)2,TRUE
Co19(BC)3,TRUE
Co19B5C,TRUE
Co19B6,TRUE
Co19Si,FALSE
Co2(Ni11P3)7,TRUE
Co20.9Si16.5Pd62.6,FALSE
Co20B2C3,FALSE
Co20B3C2,FALSE
Co20B4C,TRUE
Co21(BC)2,FALSE
Co21B3C,FALSE
Co21B4,TRUE
Co21Mo20C9,FALSE
Co22B2C,FALSE
Co22B3,TRUE
Co23(Mo2C)9,TRUE
Co23Mo16C11,TRUE
Co23Mo20C7,FALSE
Co25Mo14C11,TRUE
Co25Mo16C9,TRUE
Co25Mo18C7,FALSE
Co27Mo12C11,TRUE
Co27Mo14C9,TRUE
Co29(Mo4C3)3,TRUE
Co29(W4C3)3,FALSE
Co29B20C,FALSE
Co29Mo10C11,TRUE
Co2Ni78.5P19.5,TRUE
Co2Ni81P17,FALSE
Co3.5Ni74.5P22,FALSE
Co3.5Ni75.5P21,TRUE
Co3.5Ni77P19.5,TRUE
Co3.5Ni78.5P18,TRUE
Co3.5Ni79.5P17,FALSE
Co31B18C,TRUE
Co31B19,TRUE
Co31Mo10C9,TRUE
Co31Mo12C7,FALSE
Co31Mo8C11,TRUE
Co31W10C9,FALSE
Co33B16C,TRUE
Co33B17,TRUE
Co33Mo8C9,TRUE
Co33Ni33B34,TRUE
Co33W10C7,FALSE
Co33W8C9,FALSE
Co34Mo5C11,TRUE
Co34W7C9,FALSE
Co35(Mo2C3)3,TRUE
Co35(W2C3)3,TRUE
Co35Mo8C7,FALSE
Co35W7C8,TRUE
Co35W8C7,TRUE
Co36(WC)7,TRUE
Co36Mo5C9,TRUE
Co36W5C9,FALSE
Co37B13,TRUE
Co37Mo4C9,FALSE
Co37Mo5C8,FALSE
Co37Mo6C7,FALSE
Co37W5C8,FALSE
Co37W7C6,FALSE
Co38Mo5C7,FALSE
Co38W5C7,FALSE
Co39B11,TRUE
Co39Si5B6,TRUE
Co3B,TRUE
Co3B2,TRUE
Co3BC,TRUE
Co3MoC,TRUE
Co3Si,FALSE
Co3SiB,FALSE
Co3WC,FALSE
Co4.2Si16.5Pd79.3,TRUE
Co40Si3B7,TRUE
Co41B9,TRUE
Co41Si2B7,FALSE
Co41Si4B5,FALSE
Co4B,TRUE
Co4C,FALSE
Co4Si,FALSE
Co59B41,TRUE
Co5Ni73P22,FALSE
Co5Ni74P21,TRUE
Co5Ni75.5P19.5,TRUE
Co5Ni77P18,TRUE
Co5Ni78P17,FALSE
Co6.7Si16.5Pd76.8,TRUE
Co60Si17.5B22.5,FALSE
Co62.5Si12.5B25,TRUE
Co62.5Si17.5B20,FALSE
Co65Si22.5C12.5,TRUE
Co65Si7.5B27.5,TRUE
Co65W17.5C17.5,FALSE
Co67.5Si12.5B20,TRUE
Co67.5Si15C17.5,TRUE
Co67.5Si17.5C15,TRUE
Co67.5Si20C12.5,TRUE
Co67.5Si22.5C10,TRUE
Co67.5Si7.5B25,TRUE
Co67.5W17.5C15,FALSE
Co67.5W20C12.5,FALSE
Co7(Ni24P7)3,TRUE
Co7(Ni25P6)3,TRUE
Co70.5Si14.75B14.75,TRUE
Co70W17.5C12.5,FALSE
Co71B29,TRUE
Co72.5Si12.5B15,TRUE
Co72.5Si7.5B20,TRUE
Co72.5W15C12.5,TRUE
Co73Si13.5B13.5,TRUE
Co74.5W7.5C18,FALSE
Co75Si12.5B12.5,TRUE
Co75Si7.5B17.5,TRUE
Co75W12.5C12.5,FALSE
Co77.5Si10B12.5,TRUE
Co77.5Si12.5B10,TRUE
Co77.5Si15B7.5,TRUE
Co77.5Si7.5B15,TRUE
Co77.5W10C12.5,FALSE
Co77.5W15C7.5,FALSE
Co77.5W7.5C15,FALSE
Co77W5C18,FALSE
Co78(SiB)11,TRUE
Co7B3,TRUE
Co7MoC2,TRUE
Co7Ni71P22,FALSE
Co7Ni73.5P19.5,TRUE
Co7Ni76P17,FALSE
Co7Si2B,FALSE
Co7Si3,FALSE
Co7SiB2,TRUE
Co7SiC2,FALSE
Co7W2C,FALSE
Co7WC2,FALSE
Co80.5Si7B12.5,FALSE
Co80B7P13,TRUE
Co80Si7.5B12.5,TRUE
Co80W7.5C12.5,FALSE
Co81.5B18.5,TRUE
Co82.5W10C7.5,FALSE
Co82.5W7.5C10,FALSE
Co83B17,TRUE
Co85W2.5C12.5,FALSE
Co85W7.5C7.5,FALSE
Co87.5W2.5C10,FALSE
Co89B11,TRUE
Co8SiB,FALSE
Co8WC,FALSE
Co95W2.5C2.5,FALSE
Co9C,FALSE
Co9Ni69.5P21.5,FALSE
Co9Ni72P19,TRUE
Co9Ni74P17,FALSE
Co9Si,FALSE
CoNi38P11,FALSE
CoNi40P9,TRUE
CoSi2Pd7,TRUE
Cr(Ge2Pd9)9,TRUE
Cr0.5Si20Pd79.5,TRUE
Cr10Co11C4,FALSE
Cr10Fe13C2,FALSE
Cr10Fe31B9,TRUE
Cr10Fe33B7,TRUE
Cr10Fe37B3,FALSE
Cr10Fe39B,FALSE
Cr10Ni4Mo11,TRUE
Cr10Ni71P19,TRUE
Cr11(Co10C3)3,FALSE
Cr11(Fe11B2)3,TRUE
Cr11(Fe12B)3,FALSE
Cr11Co9C5,TRUE
Cr11Fe29C10,FALSE
Cr11Fe34B5,FALSE
Cr11Fe35B4,FALSE
Cr11Fe74B15,TRUE
Cr12Co9C4,TRUE
Cr12Fe31B7,TRUE
Cr12Fe33B5,TRUE
Cr12Fe35B3,FALSE
Cr12Fe73B15,TRUE
Cr13(Ni3Mo)3,TRUE
Cr13Co26C11,FALSE
Cr13Co28C9,TRUE
Cr13Fe28C9,TRUE
Cr13Fe30B7,TRUE
Cr13Fe31B6,TRUE
Cr13Fe32B5,TRUE
Cr13Fe33B4,FALSE
Cr13Fe34B3,FALSE
Cr14(Fe3C)9,TRUE
Cr14Fe29C7,FALSE
Cr14FeB5,TRUE
Cr15Co24C11,FALSE
Cr15Co26C9,TRUE
Cr15Fe26C9,TRUE
Cr15Fe71B14,TRUE
Cr15Fe73B12,TRUE
Cr15Fe77B8,FALSE
Cr15Fe79B6,FALSE
Cr15Fe81B4,FALSE
Cr15Ni66P19,TRUE
Cr16Fe25C9,TRUE
Cr17(Co2C)11,TRUE
Cr17(Co8C3)3,TRUE
Cr18Fe23C9,TRUE
Cr19(Ni5Mo22)3,FALSE
Cr19Co20C11,TRUE
Cr19Co22C9,TRUE
Cr19Ni62Mo19,TRUE
Cr2(Fe5B)3,TRUE
Cr2(Fe5C)3,FALSE
Cr2(Ge3Pd13)3,TRUE
Cr2.5Fe77.5B20,TRUE
Cr2.5Fe80.5B17,TRUE
Cr2.5Fe82.5B15,TRUE
Cr20(Co7C3)3,TRUE
Cr20(Fe7C3)3,TRUE
Cr20Fe23C7,FALSE
Cr20Ni61P19,TRUE
Cr21Co18C11,TRUE
Cr22(Ni7Mo19)3,TRUE
Cr22Co19C9,TRUE
Cr22Ni17Mo61,FALSE
Cr23(Fe5P2)11,TRUE
Cr23Co20C7,FALSE
Cr23Ni17Mo10,TRUE
Cr23Ni34Mo43,TRUE
Cr24(NiMo)13,TRUE
Cr24.5Fe56B19.5,TRUE
Cr24Co17C9,TRUE
Cr24Fe55B21,TRUE
Cr24Fe56.5P19.5,TRUE
Cr24Ni11Mo15,TRUE
Cr25Fe57.5B17.5,TRUE
Cr25Fe57.5P17.5,TRUE
Cr25Ni56P19,TRUE
Cr26Fe59.5P14.5,TRUE
Cr26Fe60.5P13.5,TRUE
Cr26Ni19Mo5,TRUE
Cr27Fe62B11,TRUE
Cr27Ni15Mo8,TRUE
Cr27Ni8Mo15,TRUE
Cr2Co18B5,TRUE
Cr2Co2B,TRUE
Cr2Co2C,TRUE
Cr2Fe18B5,TRUE
Cr2Fe18P5,TRUE
Cr2Fe21B2,TRUE
Cr2Fe22B,TRUE
Cr2Fe2B,TRUE
Cr2Fe7B,FALSE
Cr2Ni2P,TRUE
Cr3(Fe10B)2,FALSE
Cr30Ni51P19,TRUE
Cr32Ni43Mo25,TRUE
Cr35Ni27Mo38,TRUE
Cr38Ni37Mo25,TRUE
Cr39Ni28Mo33,TRUE
Cr3Co13B4,TRUE
Cr3Co5B2,TRUE
Cr3Fe13B4,TRUE
Cr3Fe14B3,TRUE
Cr3Fe15B2,FALSE
Cr3Fe15C2,FALSE
Cr3Fe21B,FALSE
Cr3Fe37B10,TRUE
Cr3Fe37P10,TRUE
Cr3Fe5B2,TRUE
Cr3Ge18Pd79,TRUE
Cr3Ni13P4,TRUE
Cr3Ni5B2,TRUE
Cr3Ni77P20,TRUE
Cr3NiP,TRUE
Cr3Si10Pd37,TRUE
Cr3Si20Pd77,TRUE
Cr4(Fe27B5)3,TRUE
Cr40Fe47C13,FALSE
Cr42Ni31Mo27,TRUE
Cr43.5Ni40.5P16,TRUE
Cr4Fe13B3,TRUE
Cr4Fe19B2,FALSE
Cr4Fe20B,FALSE
Cr4Fe41B5,FALSE
Cr4Fe43B3,TRUE
Cr4Fe45B,TRUE
Cr4P,FALSE
Cr5(Fe13B2)3,TRUE
Cr5(Fe14B)3,TRUE
Cr5(Fe4B)3,TRUE
Cr5(Fe4B)4,TRUE
Cr5(Fe4B)9,TRUE
Cr5(Fe9B)2,FALSE
Cr5(Fe9C)2,FALSE
Cr5(Ni4P)19,TRUE
Cr53Ni18Mo29,TRUE
Cr55.93Ni28.93P15.14,TRUE
Cr56Ni39Mo5,TRUE
Cr58(Ni9P5)3,TRUE
Cr59.81Ni25.31P14.88,TRUE
Cr5Co11B4,TRUE
Cr5Co3B2,TRUE
Cr5Fe11B4,TRUE
Cr5Fe17B3,TRUE
Cr5Fe19B,FALSE
Cr5Fe37B8,TRUE
Cr5Fe38B7,TRUE
Cr5Fe41B4,TRUE
Cr5Fe43B2,TRUE
Cr5Fe44B,TRUE
Cr5Fe77B18,TRUE
Cr5Fe79B16,TRUE
Cr5Fe81B14,TRUE
Cr5Fe83B12,TRUE
Cr5Fe87B8,FALSE
Cr5Fe89B6,FALSE
Cr5Fe91B4,FALSE
Cr5Ge18Pd77,TRUE
Cr5Ni11B4,TRUE
Cr5Ni3P2,TRUE
Cr6.6Fe79B14.4,TRUE
Cr69.6Ni16.2P14.2,FALSE
Cr6Co14C5,FALSE
Cr6Co15C4,FALSE
Cr6Fe11B3,TRUE
Cr6Fe16B3,TRUE
Cr6Fe17B2,FALSE
Cr6Fe39B5,FALSE
Cr6Fe41B3,FALSE
Cr6Fe43B,FALSE
Cr7(Co7C2)2,FALSE
Cr7(Fe26B5)3,TRUE
Cr7(Ge6Pd25)3,TRUE
Cr7.5Co67.5B25,TRUE
Cr72.5Ni13.5P14,FALSE
Cr73Fe10P17,TRUE
Cr74Fe9P17,TRUE
Cr7Co13C5,TRUE
Cr7Fe34B9,TRUE
Cr7Fe35B8,TRUE
Cr7Fe36B7,TRUE
Cr7Fe37B6,TRUE
Cr7Fe38B5,FALSE
Cr7Fe39B4,FALSE
Cr7Fe40B3,FALSE
Cr7Fe41B2,FALSE
Cr7Fe42B,FALSE
Cr7Fe76P17,TRUE
Cr7Fe77B16,TRUE
Cr7Fe79B14,TRUE
Cr7Fe9B4,TRUE
Cr7Ni34P9,TRUE
Cr7Ni73P20,TRUE
Cr7NiP2,FALSE
Cr7Si20Pd73,TRUE
Cr8(Fe13B)3,FALSE
Cr85(Fe2B3)3,TRUE
Cr87P13,FALSE
Cr8Co12C5,TRUE
Cr8Co13C4,FALSE
Cr8Fe41B,FALSE
Cr9(Co3C)4,FALSE
Cr9Co11C5,TRUE
Cr9Co7B4,TRUE
Cr9Fe35B6,TRUE
Cr9Fe36B5,FALSE
Cr9Fe37B4,FALSE
Cr9Fe38B3,FALSE
Cr9Fe76B15,TRUE
Cr9Ni31P10,TRUE
CrCo3B,TRUE
CrCo7B2,TRUE
CrCo7P2,TRUE
CrFe15B4,TRUE
CrFe16B3,TRUE
CrFe17B2,FALSE
CrFe18C,FALSE
CrFe19B5,TRUE
CrFe19P5,TRUE
CrFe39P10,TRUE
CrFe3B,TRUE
CrFe79B20,TRUE
CrFe7B2,TRUE
CrFe8B,FALSE
CrNi15P4,TRUE
CrNi3B,TRUE
CrNi3P,TRUE
CrNi7B2,TRUE
CrNi7P2,TRUE
CrSi10Pd39,TRUE
CrSi20Pd79,TRUE
CrSi4Pd15,TRUE
CrSi5Pd19,TRUE
Cu(Ni25P8)3,FALSE
Cu(Ni5P)4,FALSE
Cu1.7Si16.5Pd81.8,TRUE
Cu10Si15.8Pd74.2,TRUE
Cu10Si16.5Pd73.5,TRUE
Cu10Si17Pd73,TRUE
Cu11Si19.5Pd69.5,TRUE
Cu12.5Si16.5Pd71,TRUE
Cu12.5Si17Pd70.5,TRUE
Cu12Ni67P21,FALSE
Cu12Si15.5Pd72.5,TRUE
Cu13(Ni22P7)3,FALSE
Cu13(Ni23P6)3,FALSE
Cu13Ag12,FALSE
Cu13Ni67P20,FALSE
Cu14.4Ni65.6P20,TRUE
Cu14.5Si16.5Pd69,TRUE
Cu14Si15.1Pd70.9,TRUE
Cu15Si16.5Pd68.5,TRUE
Cu15Si16Pd69,TRUE
Cu16.5Si16.5Pd67,TRUE
Cu19Si16.5Pd64.5,TRUE
Cu2(Ni13P3)3,TRUE
Cu20.9Si16.5Pd62.6,TRUE
Cu26.7Si16.5Pd56.8,FALSE
Cu2Ag2Ge,TRUE
Cu2Ni18P5,TRUE
Cu2Ni37P11,TRUE
Cu2Si17.25Pd80.75,TRUE
Cu3.5Si16.5Pd80,TRUE
Cu37.5Ag37.5Ge25,TRUE
Cu38.75Ag38.75Ge22.5,TRUE
Cu3Ni17P5,TRUE
Cu3Ni36P11,TRUE
Cu3Ni37P10,TRUE
Cu3Ni38P9,TRUE
Cu3Ni73P24,FALSE
Cu3Ni80B17,TRUE
Cu3Ni81P16,FALSE
Cu3Si17Pd80,TRUE
Cu4.2Si16.5Pd79.3,TRUE
Cu4.5Si18Pd77.5,TRUE
Cu4Ni35P11,TRUE
Cu4Ni37P9,TRUE
Cu4Si16.5Pd79.5,TRUE
Cu4Si16.9Pd79.1,TRUE
Cu4Si9Pd37,TRUE
Cu5(Ni4P)9,TRUE
Cu5.7Si20.5Pd73.8,TRUE
Cu5.8Si19.5Pd74.7,TRUE
Cu5.9Si17.5Pd76.6,TRUE
Cu5.9Si18.5Pd75.6,TRUE
Cu52.8Ni27.2P20,TRUE
Cu5Ni34P11,TRUE
Cu6(SiPd3)11,TRUE
Cu6.1Si15.5Pd78.4,TRUE
Cu6.7Si16.5Pd76.8,TRUE
Cu61.6Ni18.4P20,TRUE
Cu67Ni17P16,TRUE
Cu69Ni13P18,TRUE
Cu6Si16.5Pd77.5,TRUE
Cu73Ag27,FALSE
Cu73Ni11P16,TRUE
Cu78.5Ag14P7.5,FALSE
Cu7Ni33P10,FALSE
Cu7Ni34P9,FALSE
Cu7Si16.5Pd76.5,TRUE
Cu7Si17Pd76,TRUE
Cu7Si20Pd73,TRUE
Cu80.3Ag12.2P7.5,TRUE
Cu80.5Ag10.5P9,FALSE
Cu80.8Ag12.2P7,TRUE
Cu81.5Ag10.5P8,TRUE
Cu81.5Ag12.2P6.3,FALSE
Cu81.9Ag10.5P7.6,TRUE
Cu82.5Ag10.5P7,TRUE
Cu82.5Ag9P8.5,FALSE
Cu82.8Ag9P8.2,TRUE
Cu83.5Ag8.9P7.6,TRUE
Cu84.5Ag7P8.5,FALSE
Cu84.5Ag9P6.5,FALSE
Cu84Ag9P7,TRUE
Cu85(Ag3P2)3,FALSE
Cu85.2Ag7.1P7.7,TRUE
Cu85.5Ag7.5P7,TRUE
Cu86Ag7.5P6.5,FALSE
Cu87Ag5.5P7.5,FALSE
Cu8Si16.2Pd75.8,TRUE
Cu9Si16Pd75,TRUE
CuNi19P5,TRUE
CuNi37P12,FALSE
CuNi38P11,TRUE
CuNi39P10,TRUE
CuNi40P9,TRUE
CuNi41P8,FALSE
CuNi7P2,TRUE
CuNi83P16,FALSE
CuSi2Pd7,TRUE
Dy0.3Zr10Fe89.7,TRUE
Dy42Zr5Fe3,FALSE
Dy44Zr5Fe,TRUE
Er67.5B10Au22.5,TRUE
Fe(CuAg)2,FALSE
Fe1.7Si16.5Pd81.8,TRUE
Fe10B19N21,TRUE
Fe10Si16.5Pd73.5,TRUE
Fe12.3Ni64.7B23,TRUE
Fe12.5Si16.5Pd71,TRUE
Fe12.5Si6B81.5,FALSE
Fe12Ag13,FALSE
Fe12B5F3,TRUE
Fe12B7F,TRUE
Fe12Cu3Ag10,FALSE
Fe13Ag12,FALSE
Fe13B4F3,TRUE
Fe13B7,TRUE
Fe13Cu47Ag40,FALSE
Fe13Ni2B5,TRUE
Fe13Ni5B2,FALSE
Fe13Si20Pd67,TRUE
Fe13Si2C5,TRUE
Fe13Si3B4,TRUE
Fe13Si3C4,TRUE
Fe13Si4C3,TRUE
Fe13Si5C2,TRUE
Fe14(SiB)3,TRUE
Fe14(SiC)3,TRUE
Fe14Cu55Ag31,FALSE
Fe15B2Mo3,TRUE
Fe15B4Mo,TRUE
Fe15CoB4,TRUE
Fe15Cu22Ag13,FALSE
Fe15Cu3B2,FALSE
Fe15CuB4,FALSE
Fe15Ni3B2,FALSE
Fe15NiB4,TRUE
Fe15P2C3,TRUE
Fe15P3C2,TRUE
Fe15P4C,TRUE
Fe15Si16.5Pd68.5,FALSE
Fe15Si2B3,TRUE
Fe15Si3B2,TRUE
Fe15SiB4,TRUE
Fe16.5Co66.5B17,TRUE
Fe16B3C,TRUE
Fe16B3P,TRUE
Fe16B4Mo5,TRUE
Fe16Cu5B4,FALSE
Fe16GeB3,TRUE
Fe16Ni5B4,TRUE
Fe16P3C,TRUE
Fe16PC3,FALSE
Fe16Si3B,TRUE
Fe16SiB3,TRUE
Fe16SiP3,TRUE
Fe16W4C5,FALSE
Fe17(Cu5Ag6)3,FALSE
Fe17B2C,TRUE
Fe17B2Mo,FALSE
Fe17B3,TRUE
Fe17B3Mo5,TRUE
Fe17Cu5B3,FALSE
Fe17Cu8,FALSE
Fe17CuB2,FALSE
Fe17Ni5B3,TRUE
Fe17NiB2,TRUE
Fe17P2C,FALSE
Fe17W3C5,TRUE
Fe18.5Ni54.5B27,TRUE
Fe18B2Mo5,FALSE
Fe18B5Mo2,TRUE
Fe18B5W2,TRUE
Fe18Ni53B29,TRUE
Fe18Ni5B2,FALSE
Fe18Si4B3,TRUE
Fe18W2C5,FALSE
Fe19(B2Mo)2,TRUE
Fe19(BMo)3,TRUE
Fe19.5Ni58.5B22,TRUE
Fe19B,FALSE
Fe19B5Mo,TRUE
Fe19B5P,TRUE
Fe19B5W,TRUE
Fe19B6,TRUE
Fe19BMo5,FALSE
Fe19CoB5,TRUE
Fe19Ni19B12,TRUE
Fe19Ni21B10,TRUE
Fe19Ni5B,FALSE
Fe19WC5,FALSE
Fe20(Ni7B3)3,TRUE
Fe20.5Ni60.5B19,TRUE
Fe20B2Mo3,FALSE
Fe20B2P3,TRUE
Fe20B3Mo2,TRUE
Fe20B3P2,TRUE
Fe20B4C,TRUE
Fe20B4P,TRUE
Fe20BF4,FALSE
Fe20BP4,TRUE
Fe20Cu11Ag19,TRUE
Fe20Cu49Ag31,FALSE
Fe20Ge2B3,TRUE
Fe20Si2B3,TRUE
Fe20Si2P3,TRUE
Fe20SiP4,TRUE
Fe20WC4,FALSE
Fe21B4,TRUE
Fe21BMo3,FALSE
Fe21BP3,FALSE
Fe21Co62B17,TRUE
Fe21Cu15Ag14,TRUE
Fe21Cu6Ag23,TRUE
Fe21Ni21B8,TRUE
Fe21Ni59B20,TRUE
Fe21Ni61.5B17.5,TRUE
Fe21Ni62.5B16.5,TRUE
Fe21Ni62B17,TRUE
Fe21SiB3,TRUE
Fe22B3,TRUE
Fe22BMo2,FALSE
Fe22Cu29Ag49,FALSE
Fe22Ni59B19,TRUE
Fe23Cu27,FALSE
Fe23Ni59B18,TRUE
Fe23Ni60B17,TRUE
Fe24Ni59B17,TRUE
Fe25Ni59B16,TRUE
Fe27Cu45Ag28,FALSE
Fe27Cu51Ag22,FALSE
Fe28B9F13,FALSE
Fe29.5Ni50.5B20,TRUE
Fe29Ag21,FALSE
Fe29B7F14,FALSE
Fe29Co54B17,TRUE
Fe29Cu71,FALSE
Fe29Cu8Ag63,FALSE
Fe2Co2B,TRUE
Fe2Cu83Ag15,FALSE
Fe2CuAg,FALSE
Fe2Ni2B,TRUE
Fe2Ni2P,TRUE
Fe30.5Ni50.5B19,TRUE
Fe30B19F,TRUE
Fe31.5Ni50.5B18,TRUE
Fe31Cu10B9,FALSE
Fe31Mo10C9,TRUE
Fe31Ni10B9,TRUE
Fe31W10C9,FALSE
Fe31W8C11,FALSE
Fe32.5Ni50.5B17,TRUE
Fe32Cu37Ag31,FALSE
Fe32W7C11,TRUE
Fe33.5Ni50.5B16,TRUE
Fe33Ag67,FALSE
Fe33B12N5,TRUE
Fe33B7Mo10,TRUE
Fe33Cu10B7,FALSE
Fe33Mo8C9,TRUE
Fe33Ni10B7,TRUE
Fe33Ni50B17,TRUE
Fe33Ni5B12,TRUE
Fe33W10C7,FALSE
Fe33W6C11,TRUE
Fe33W7C10,TRUE
Fe33W8C9,FALSE
Fe34W5C11,TRUE
Fe34W7C9,FALSE
Fe35(B2Mo3)3,TRUE
Fe35(Mo2C3)3,TRUE
Fe35(Si3B2)3,TRUE
Fe35(W2C3)3,FALSE
Fe35W4C11,FALSE
Fe35W8C7,FALSE
Fe36.5Ni36.5B27,TRUE
Fe36B5Mo9,TRUE
Fe36Cu13Ag51,FALSE
Fe36Cu23Ag41,TRUE
Fe36Cu49Ag15,FALSE
Fe36Cu5B9,FALSE
Fe36Ni5B9,TRUE
Fe36Si5B9,TRUE
Fe37(Cu2Ag)21,FALSE
Fe37Ag63,FALSE
Fe37B10Mo3,TRUE
Fe37B10N3,TRUE
Fe37B3Mo10,FALSE
Fe37B4Mo9,FALSE
Fe37B7Mo6,TRUE
Fe37Cu41Ag22,FALSE
Fe37Cu5B8,FALSE
Fe37Cu63,FALSE
Fe37Mo4C9,TRUE
Fe37Ni10B3,FALSE
Fe37Ni37B26,TRUE
Fe37Ni5B8,TRUE
Fe37Si5B8,TRUE
Fe37SiB12,FALSE
Fe37W2C11,FALSE
Fe37W4C9,FALSE
Fe37W6C7,FALSE
Fe37W8C5,FALSE
Fe38(BMo3)3,FALSE
Fe38(CuAg)31,TRUE
Fe38(Mo3C)3,TRUE
Fe38.5Ni38.5B23,TRUE
Fe38B7Mo5,TRUE
Fe38Cu5B7,FALSE
Fe38Ni5B7,TRUE
Fe38SiB11,FALSE
Fe39Ag61,FALSE
Fe39B10Mo,TRUE
Fe39B11,TRUE
Fe39B2Mo9,FALSE
Fe39B5F6,TRUE
Fe39B5Mo6,TRUE
Fe39B6Mo5,TRUE
Fe39B7Mo4,TRUE
Fe39BMo10,FALSE
Fe39Cu5B6,FALSE
Fe39Ni10B,FALSE
Fe39Ni39B22,TRUE
Fe39Ni42B19,TRUE
Fe39Ni5B6,TRUE
Fe39Si2B9,TRUE
Fe39Si4B7,TRUE
Fe39Si5B6,TRUE
Fe39SiB10,TRUE
Fe39W2C9,FALSE
Fe39W4C7,FALSE
Fe39W6C5,FALSE
Fe3Ag7,FALSE
Fe3B,TRUE
Fe3Co37B10,TRUE
Fe3Co5B2,TRUE
Fe3CoB,TRUE
Fe3Cu7,FALSE
Fe3Ni13B4,TRUE
Fe3Ni13P4,TRUE
Fe3Ni5B2,TRUE
Fe3Ni5P2,TRUE
Fe3Ni77P20,TRUE
Fe3NiB,TRUE
Fe3NiP,TRUE
Fe4(CuAg)3,TRUE
Fe4.2Si16.5Pd79.3,TRUE
Fe40.5Ni40B19.5,TRUE
Fe40B3P7,TRUE
Fe40B7P3,TRUE
Fe40B9C,TRUE
Fe40B9P,TRUE
Fe40B9Pd,TRUE
Fe40BMo9,FALSE
Fe40Cu31Ag29,FALSE
Fe40GeB9,TRUE
Fe40Si3P7,TRUE
Fe40SiB9,TRUE
Fe40SiP9,TRUE
Fe41(B2P)3,TRUE
Fe41(BMo2)3,FALSE
Fe41(BP2)3,TRUE
Fe41(SiB2)3,TRUE
Fe41(W2C)3,FALSE
Fe41.5Co41.5B17,TRUE
Fe41.5Ni41B17.5,TRUE
Fe41B4Mo5,FALSE
Fe41B4P5,TRUE
Fe41B5Mo4,TRUE
Fe41B8F,TRUE
Fe41B9,TRUE
Fe41Cu30Ag29,TRUE
Fe41Cu5B4,FALSE
Fe41Ni41B18,TRUE
Fe41Ni42B17,TRUE
Fe41Ni5B4,FALSE
Fe41Si2B7,TRUE
Fe41SiB8,TRUE
Fe41W2C7,FALSE
Fe41W4C5,FALSE
Fe42B33N25,TRUE
Fe42B3Mo5,FALSE
Fe42B3P5,FALSE
Fe42Cu31Ag27,FALSE
Fe42Cu41Ag17,FALSE
Fe42Cu5B3,FALSE
Fe42Ni5B3,FALSE
Fe42SiB7,TRUE
Fe43B2Mo5,FALSE
Fe43B3Mo4,FALSE
Fe43B6N,TRUE
Fe43B7,TRUE
Fe43BMo6,FALSE
Fe43Cu5B2,FALSE
Fe43Ni40B17,TRUE
Fe43Ni43B14,TRUE
Fe43Ni5B2,FALSE
Fe43W2C5,FALSE
Fe43W4C3,FALSE
Fe44BMo5,FALSE
Fe44Ni5B,FALSE
Fe45BMo4,FALSE
Fe45Cu31Ag24,FALSE
Fe45W2C3,FALSE
Fe46.2Ni30.8B23,TRUE
Fe48Ni35B17,TRUE
Fe4Ag21,FALSE
Fe4B,TRUE
Fe4Cu15Ag31,FALSE
Fe4Ni16P5,TRUE
Fe4P,TRUE
Fe5.1Si16.8Pd78.1,TRUE
Fe50Co33B17,TRUE
Fe50Ni33B17,TRUE
Fe51Cu23Ag26,FALSE
Fe51Cu38Ag11,FALSE
Fe52.5B24.5N23,TRUE
Fe53.5Ni18B28.5,TRUE
Fe53Ni30B17,TRUE
Fe54.5Ni18.5B27,TRUE
Fe54Ni29B17,TRUE
Fe55Cu32Ag13,FALSE
Fe56Ni19B25,TRUE
Fe57Cu6Ag37,FALSE
Fe57Ni19B24,TRUE
Fe57Ni25B18,TRUE
Fe58.5Ni20B21.5,TRUE
Fe58Co25B17,TRUE
Fe59.5Ni20B20.5,TRUE
Fe59B10F31,FALSE
Fe59B8F33,FALSE
Fe59Mo17C24,TRUE
Fe59Ni25B16,TRUE
Fe5Co3B2,TRUE
Fe5Cu16Ag29,FALSE
Fe5Ni11P4,TRUE
Fe5Ni3B2,TRUE
Fe6.7Si16.5Pd76.8,TRUE
Fe60.1Ni16.9B23,TRUE
Fe60B7F33,FALSE
Fe61.5Ni22B16.5,TRUE
Fe61B39,TRUE
Fe61Co22B17,TRUE
Fe61Ni20B19,TRUE
Fe61Ni25B14,TRUE
Fe63B37,TRUE
Fe63Cu20Ag17,FALSE
Fe63Mo17C20,TRUE
Fe63Ni20B17,TRUE
Fe63Ni25B12,FALSE
Fe64B29N7,TRUE
Fe64Co19B17,TRUE
Fe65B17.5F17.5,TRUE
Fe65B22.5F12.5,TRUE
Fe65B31.5F3.5,TRUE
Fe65Si12.5C22.5,TRUE
Fe65Si17.5C17.5,TRUE
Fe65Si22.5C12.5,TRUE
Fe66.4Ni16.6B17,TRUE
Fe66.5Co16.5B17,TRUE
Fe67(Cu5B6)3,FALSE
Fe67(Ni5B6)3,TRUE
Fe67.5Si10B22.5,TRUE
Fe67.5Si12.5B20,TRUE
Fe67.5Si15B17.5,TRUE
Fe67.5Si17.5B15,TRUE
Fe67Cu10Ag23,FALSE
Fe67Mo17C16,TRUE
Fe67Ni25B8,FALSE
Fe67Si13B20,TRUE
Fe69B16Mo15,TRUE
Fe69Cu15B16,FALSE
Fe69Ni15B16,TRUE
